artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,cluster,context,rank,URL_Couverture_Album
Chingy,One Call Away,276800,False,2003,61,0.765,0.821,4,-5.926,minor,0.183,0.0918,0.0,0.217,0.962,162.519,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273f9aefc986924f7e9e5e71b74
T.I.,Bring Em Out,216706,True,2004,63,0.759,0.891,11,-2.983,major,0.257,0.0298,0.0,0.141,0.587,98.579,hip hop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b273dfe8fee228a1aa9476bced26
DJ Casper,Cha Cha Slide - Hardino Mix,222146,False,2004,51,0.853,0.911,11,-6.722,minor,0.125,0.0436,0.00571,0.287,0.802,131.012,unknown,1,Détente,27,https://i.scdn.co/image/ab67616d0000b2738741989d40edf8577610b1aa
Kylie Minogue,I Believe in You,200973,False,2004,47,0.548,0.785,7,-5.087,major,0.0704,0.00277,0.048,0.329,0.418,120.939,pop,3,Sport,30,https://i.scdn.co/image/ab67616d0000b2733942bd08b292689e788e77e8
Twista,Overnight Celebrity,233360,True,2004,66,0.828,0.792,10,-5.435,minor,0.179,0.182,0.0,0.281,0.777,134.199,hip hop,1,Détente,12,https://i.scdn.co/image/ab67616d0000b27394daf811f14ad48e6c5f9214
N.E.R.D,She Wants To Move,213786,False,2004,57,0.766,0.851,5,-4.831,major,0.0786,0.00402,0.000744,0.256,0.8,115.012,hip hop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b2738d0fa8db33069b60b65ab9a6
Britney Spears,Everytime,230306,False,2003,63,0.398,0.284,3,-12.852,major,0.0337,0.966,8.57e-05,0.116,0.114,109.599,pop,2,Fêtes,15,https://i.scdn.co/image/ab67616d0000b273efc6988972cb04105f002cd4
U2,Vertigo,193520,False,2004,64,0.416,0.819,9,-3.974,major,0.0613,0.000138,0.00108,0.147,0.632,140.083,world/traditional,3,Sport,14,https://i.scdn.co/image/ab67616d0000b2732af410a78965616f8f7d2294
Franz Ferdinand,Take Me Out,237026,False,2004,77,0.277,0.663,4,-8.821,minor,0.0377,0.000409,0.00051,0.136,0.527,104.561,rock,3,Sport,3,https://i.scdn.co/image/ab67616d0000b27309a90531b85be7899c3234c4
J-Kwon,Tipsy - Club Mix,247106,True,2001,59,0.925,0.741,9,-5.827,minor,0.315,0.0653,0.0,0.044,0.654,93.04,hip hop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b2731cb40f518cb85cad4d0f9767
G-Unit,Wanna Get To Know You,265026,True,2003,61,0.513,0.826,10,-3.651,minor,0.132,0.106,0.0,0.0675,0.889,76.91,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b2735763a1ac1bce68a1af55b6e3
Lil' Flip,Sunshine (feat. Lea),225173,True,2004,42,0.814,0.387,0,-9.867,major,0.0946,0.0248,0.0,0.131,0.792,93.961,hip hop,1,Détente,34,https://i.scdn.co/image/ab67616d0000b2730a40d864fe7c60b58923458a
Kanye West,Jesus Walks,193733,True,2004,73,0.637,0.834,3,-4.686,minor,0.323,0.614,0.0,0.317,0.715,87.312,hip hop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78
Evanescence,My Immortal,262533,False,2003,72,0.19,0.265,9,-9.206,major,0.0356,0.863,0.0,0.134,0.101,79.012,metal,2,Fêtes,7,https://i.scdn.co/image/ab67616d0000b27325f49ab23f0ec6332efef432
Nelly,My Place,336506,True,2004,57,0.6,0.641,1,-4.237,minor,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153,hip hop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b27318e97d0e56772d606512540d
Lemar,If There's Any Justice,229080,False,2004,46,0.706,0.665,6,-5.348,minor,0.0453,0.0128,0.0,0.338,0.639,89.993,r&b,1,Détente,31,https://i.scdn.co/image/ab67616d0000b273a3e36f690c379a4198b45194
No Doubt,It's My Life,226053,False,2003,60,0.612,0.735,8,-5.074,minor,0.0282,0.00202,0.00118,0.328,0.783,126.326,rock,1,Détente,18,https://i.scdn.co/image/ab67616d0000b2735dc8007e67c01d69a0a8547d
Avril Lavigne,Don't Tell Me,202013,False,2004,58,0.523,0.795,4,-2.92,major,0.0386,0.00462,0.0,0.358,0.484,144.106,pop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b2739c291af4bf0c3071847f2b80
Twista,Slow Jamz,316053,True,2004,72,0.559,0.733,2,-5.659,minor,0.171,0.314,0.0,0.284,0.611,145.115,hip hop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78
Green Day,American Idiot,176346,True,2004,77,0.38,0.988,1,-2.042,major,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,rock,3,Sport,3,https://i.scdn.co/image/ab67616d0000b27308a1b1e0674086d3f1995e1b
Kelis,Millionaire,224933,False,2003,57,0.68,0.847,11,-6.636,major,0.108,0.0217,0.0,0.0374,0.75,176.051,pop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b273f15a5df5eeed858907cee229
Scissor Sisters,Comfortably Numb,266040,False,2004,43,0.803,0.924,7,-6.466,major,0.0391,0.237,0.0167,0.104,0.788,116.972,pop,1,Détente,33,https://i.scdn.co/image/ab67616d0000b2734f475d523c694bc64810a457
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,False,2003,55,0.663,0.465,8,-9.711,minor,0.0317,0.555,0.00183,0.125,0.279,127.932,pop,2,Fêtes,23,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b
Kanye West,Through The Wire,221226,True,2004,76,0.571,0.739,7,-6.11,major,0.247,0.00865,5.21e-06,0.158,0.66,83.089,hip hop,1,Détente,4,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78
Special D.,Come With Me - Radio Edit,185133,False,2004,61,0.739,0.999,7,-5.077,major,0.0803,0.13,0.00224,0.28,0.501,139.982,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b273e4c70420efa5d742103cd69c
Ludacris,Splash Waterfalls,290760,True,2003,48,0.734,0.846,11,-6.102,major,0.409,0.101,0.0,0.233,0.702,145.894,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2732018e8c7b1afffd34c930147
Avril Lavigne,My Happy Ending,242413,True,2004,68,0.414,0.936,2,-2.407,major,0.0758,0.00136,0.0,0.369,0.74,170.229,pop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b2739c291af4bf0c3071847f2b80
Dido,White Flag,240040,False,2003,44,0.512,0.525,5,-6.823,major,0.0401,0.327,3.3e-06,0.081,0.294,169.951,pop,3,Sport,30,https://i.scdn.co/image/ab67616d0000b273d41b79f27ef8d8df5a191219
Eamon,Fuck It (I Don't Want You Back),225106,True,2004,64,0.828,0.653,0,-6.245,minor,0.0653,0.214,3.25e-06,0.0404,0.575,68.507,unknown,1,Détente,14,https://i.scdn.co/image/ab67616d0000b27376ffccbcc83f043e7573470d
Beyoncé,"Me, Myself and I",301133,False,2003,62,0.75,0.458,1,-9.092,major,0.0803,0.226,3.25e-05,0.137,0.536,83.61,pop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273a9fd4a0405945cd51e8de130
3 Doors Down,Here Without You,238733,False,2002,74,0.557,0.533,10,-6.817,minor,0.0252,0.0492,0.0,0.205,0.233,143.994,pop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b27383c39b0d32eb4a2064e1e228
Kanye West,All Falls Down,223506,True,2004,80,0.657,0.734,8,-4.832,minor,0.484,0.149,0.0,0.139,0.434,91.03,hip hop,3,Sport,2,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78
Twista,Sunshine (feat. Anthony Hamilton),226013,True,2004,56,0.926,0.888,11,-5.337,major,0.294,0.261,0.0,0.348,0.819,98.523,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b27394daf811f14ad48e6c5f9214
Katie Melua,The Closest Thing to Crazy,252466,False,2003,55,0.562,0.219,4,-13.2,major,0.0312,0.856,0.000296,0.0979,0.106,127.831,pop,2,Fêtes,23,https://i.scdn.co/image/ab67616d0000b273bddcd8f962570ae2d9061670
Usher,My Boo,223440,False,2004,76,0.662,0.507,5,-8.238,major,0.118,0.257,0.0,0.0465,0.676,86.412,hip hop,3,Sport,4,https://i.scdn.co/image/ab67616d0000b273365b3fb800c19f7ff72602da
Lloyd,Southside,277840,False,2004,59,0.688,0.404,9,-9.481,minor,0.0818,0.377,0.0,0.0813,0.448,75.007,hip hop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273f782865c36b7bad660c37ef4
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,171546,False,2004,59,0.668,0.905,6,-5.395,major,0.038,0.00232,0.0331,0.141,0.667,128.658,dance/electronic,1,Détente,19,https://i.scdn.co/image/ab67616d0000b27314457e6b3f7d1d95d9318d7f
The Streets,Fit but You Know It,254266,True,2004,58,0.68,0.844,6,-1.729,major,0.299,0.23,0.0,0.0305,0.895,172.302,hip hop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b27374290c97025b6dd73aca4cd7
JUVENILE,Slow Motion,248200,True,2003,64,0.713,0.734,0,-4.894,minor,0.325,0.548,0.0,0.0687,0.89,172.872,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b2738c81ea1e2070707583075f36
Outkast,The Way You Move (feat. Sleepy Brown),234000,True,2003,66,0.871,0.597,5,-4.932,minor,0.0464,0.126,0.000113,0.0638,0.635,125.999,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b2736e88eb6508fd94cd1b745ce2
Girls Aloud,Love Machine,205360,False,2004,59,0.663,0.95,7,-4.21,major,0.0621,0.00127,0.00492,0.0753,0.697,116.02,pop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b2737001c31de28419b6f24e3b83
Jessica Simpson,With You,191826,False,2003,57,0.553,0.756,0,-4.583,major,0.108,0.0923,0.0,0.215,0.605,94.487,pop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b273adefab4c77e8a845234eeee4
Eminem,Like Toy Soldiers,296880,True,2004,48,0.52,0.768,8,-3.489,minor,0.359,0.0193,0.00034,0.104,0.398,79.178,hip hop,3,Sport,29,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023
Gary Jules,Mad World (Feat. Michael Andrews),189506,False,2001,65,0.345,0.0581,3,-17.217,major,0.0374,0.976,0.000366,0.103,0.304,174.117,pop,2,Fêtes,14,Aucune image trouvée
Ashlee Simpson,Pieces Of Me,217440,False,2004,56,0.505,0.799,2,-4.286,major,0.0773,0.0572,0.0,0.11,0.772,174.001,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273b6fd0b9831550364bec0c3b9
Will Young,Leave Right Now,214733,False,2003,55,0.641,0.445,6,-8.674,major,0.0368,0.145,0.0,0.108,0.383,81.931,pop,3,Sport,23,https://i.scdn.co/image/ab67616d0000b2733552e53b63597543aec54525
Alicia Keys,You Don't Know My Name,366733,False,2003,61,0.264,0.663,9,-8.264,major,0.187,0.59,0.00443,0.342,0.249,167.078,pop,2,Fêtes,17,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b
Mariah Carey,We Belong Together,201400,False,2005,69,0.84,0.476,0,-7.918,major,0.0629,0.0264,0.0,0.0865,0.767,139.987,pop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b273006adc0cc250c8f9c5494aec
Mario,Let Me Love You,256733,False,2004,72,0.656,0.578,7,-8.97,minor,0.0922,0.235,0.0,0.118,0.556,94.514,pop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b273ba8db944ef3e2846ba9efa57
Kanye West,Gold Digger,207626,True,2005,78,0.629,0.696,1,-5.572,minor,0.348,0.0195,0.0,0.0554,0.623,93.034,hip hop,1,Détente,3,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2
Rihanna,Pon de Replay,246960,False,2005,77,0.779,0.64,7,-8.415,major,0.159,0.000155,0.00077,0.101,0.498,99.019,hip hop,3,Sport,4,https://i.scdn.co/image/ab67616d0000b273b21609e1a2d7c1b7ba8efae2
50 Cent,Candy Shop,209106,True,2005,79,0.614,0.574,11,-7.961,major,0.466,0.0253,3.2e-05,0.38,0.755,125.173,hip hop,1,Détente,2,https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d
James Blunt,You're Beautiful,209493,True,2005,75,0.675,0.479,0,-9.87,minor,0.0278,0.633,1.76e-05,0.088,0.454,81.998,pop,2,Fêtes,6,https://i.scdn.co/image/ab67616d0000b273105f043a4f470cf58cc01ccf
Green Day,Boulevard of Broken Dreams,261266,True,2004,72,0.49,0.679,8,-3.68,major,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046,rock,3,Sport,6,https://i.scdn.co/image/ab67616d0000b27397e3ca5aecb464f021c601d5
The Pussycat Dolls,Don't Cha,272080,False,2005,72,0.875,0.631,1,-3.475,major,0.099,0.00542,2.54e-06,0.127,0.549,120.003,pop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b273babcb2f14d337632f3f313ef
Daniel Powter,Bad Day,233640,False,2005,74,0.599,0.785,3,-4.013,major,0.0309,0.448,0.00336,0.151,0.52,140.046,pop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273d5d74dc15f88ec6e02c7378d
Akon,Bananza (Belly Dancer),238493,False,2004,28,0.878,0.699,10,-5.897,minor,0.132,0.0345,3.37e-06,0.755,0.666,104.838,pop,1,Détente,37,https://i.scdn.co/image/ab67616d0000b2736ec7ab30397ea37295340a41
Madonna,Hung Up,337733,False,2005,74,0.649,0.647,9,-7.695,minor,0.0452,0.0039,0.161,0.0686,0.405,125.02,pop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273aaa9d84415623c1e790cd07b
50 Cent,Just A Lil Bit,237706,True,2005,76,0.489,0.692,1,-6.672,major,0.41,0.0322,0.00608,0.315,0.527,96.946,hip hop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d
Crazy Frog,Axel F,168879,False,2005,67,0.86,0.907,2,-3.321,major,0.0407,0.279,0.693,0.0648,0.786,138.045,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b2735d766d46d15c6302cd747667
Eminem,Ass Like That,265480,True,2004,52,0.646,0.796,2,-6.152,major,0.366,0.409,0.0,0.107,0.676,83.093,hip hop,1,Détente,26,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023
Sean Paul,We Be Burnin',213066,False,2005,59,0.95,0.803,1,-4.195,major,0.151,0.145,0.0,0.0748,0.86,117.0,hip hop,1,Détente,22,https://i.scdn.co/image/ab67616d0000b27360ccb37245f06381ee4d10d1
Gwen Stefani,Rich Girl,236213,False,2004,68,0.856,0.754,7,-2.728,minor,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,pop,1,Détente,10,https://i.scdn.co/image/ab67616d0000b273eb0fad2430b67ef1ac014d33
The Chemical Brothers,Galvanize,393813,False,2005,63,0.745,0.714,7,-3.681,major,0.0751,0.0141,0.0222,0.363,0.365,104.003,dance/electronic,3,Sport,18,https://i.scdn.co/image/ab67616d0000b2738e8f975a2b364769040c8169
Fort Minor,Remember the Name (feat. Styles of Beyond),230493,True,2005,73,0.688,0.835,8,-4.162,major,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,hip hop,1,Détente,8,https://i.scdn.co/image/ab67616d0000b273c5454d7ff89392760678c491
50 Cent,Disco Inferno,214226,True,2005,72,0.925,0.659,3,-4.763,major,0.231,0.206,7.88e-05,0.279,0.71,97.018,hip hop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d
The Game,How We Do,235533,True,2005,74,0.862,0.648,4,-7.401,minor,0.251,0.0455,0.0,0.0332,0.637,98.012,hip hop,1,Détente,7,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d
Chris Brown,Run It! (feat. Juelz Santana),229866,False,2005,71,0.846,0.482,1,-6.721,minor,0.129,0.0246,0.0,0.393,0.212,100.969,hip hop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b273f9685817281327d5fecb244e
Mariah Carey,It's Like That,203360,False,2005,0,0.8,0.633,8,-4.875,minor,0.0514,0.0901,0.0,0.0315,0.836,95.953,pop,1,Détente,36,https://i.scdn.co/image/ab67616d0000b273006adc0cc250c8f9c5494aec
Black Eyed Peas,My Humps,326960,False,2005,67,0.802,0.682,1,-5.924,minor,0.222,0.111,1.39e-05,0.109,0.586,123.95,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273c6710b4a52539506c30e5354
Ciara,Oh (feat. Ludacris),256346,False,2004,61,0.8,0.496,7,-7.135,major,0.0506,0.000298,0.0,0.0697,0.357,128.29,pop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b273c1e3659212de0f437bbf395e
50 Cent,Outta Control - Remix,247506,True,2005,60,0.772,0.599,8,-5.996,minor,0.246,0.0277,0.0,0.0839,0.557,92.029,hip hop,3,Sport,21,https://i.scdn.co/image/ab67616d0000b273fe6dbe2af017ce77fb5ba299
Baby Bash,"Baby, I'm Back",219920,True,2005,4,0.899,0.365,9,-5.461,minor,0.105,0.0508,0.0,0.097,0.749,100.01,hip hop,1,Détente,34,https://i.scdn.co/image/ab67616d0000b273b177f6725bc01515a5fbc2b8
Jennifer Lopez,Get Right,225533,False,2005,65,0.741,0.759,0,-5.096,minor,0.12,0.0218,0.0,0.628,0.362,97.084,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b2739ee4b5ffbc4dd4d336c799ff
JAY-Z,Numb / Encore,205733,True,2004,76,0.687,0.793,2,-4.254,major,0.166,0.0603,0.0,0.582,0.751,107.045,hip hop,1,Détente,4,https://i.scdn.co/image/ab67616d0000b2737282412ad025c14f7039f516
The Game,Hate It Or Love It,206400,True,2005,77,0.802,0.785,9,-4.781,major,0.207,0.14,0.0,0.123,0.435,99.998,hip hop,1,Détente,4,https://i.scdn.co/image/ab67616d0000b273b1d860ab1ba847e778b2796d
Gorillaz,Feel Good Inc.,222640,False,2005,82,0.818,0.705,6,-6.679,major,0.177,0.00836,0.00233,0.613,0.772,138.559,hip hop,1,Détente,1,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
Black Eyed Peas,Don't Phunk With My Heart,239773,False,2005,62,0.69,0.928,5,-2.76,minor,0.061,0.00937,0.0,0.547,0.604,130.889,hip hop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b273c6710b4a52539506c30e5354
Akon,Lonely,235800,True,2004,21,0.629,0.532,5,-7.88,minor,0.0352,0.331,0.0,0.238,0.619,90.098,pop,3,Sport,38,https://i.scdn.co/image/ab67616d0000b2736ec7ab30397ea37295340a41
Bodyrockers,I Like The Way - Radio Edit,200053,False,2005,54,0.642,0.851,6,-3.638,major,0.0431,0.0248,0.0146,0.084,0.777,127.988,rock,1,Détente,27,https://i.scdn.co/image/ab67616d0000b27396c18f7e1c163e22e39958d7
Sugababes,Push The Button,218093,False,2005,64,0.962,0.66,8,-5.096,major,0.061,0.0485,0.0,0.076,0.814,126.016,pop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b27369332887fe33abfed94d4ab4
Jeezy,Soul Survivor,280013,True,2005,55,0.684,0.493,10,-7.728,major,0.0459,0.000839,0.0,0.157,0.08,84.03,hip hop,3,Sport,26,https://i.scdn.co/image/ab67616d0000b27337776d19b25f070c7ee646bb
Eminem,Mockingbird,250760,True,2004,77,0.637,0.678,0,-3.798,major,0.266,0.209,0.0,0.156,0.254,84.039,hip hop,3,Sport,3,https://i.scdn.co/image/ab67616d0000b273726d48d93d02e1271774f023
Shakira,La Tortura (feat. Alejandro Sanz),212893,False,2005,72,0.74,0.783,0,-5.367,major,0.0427,0.0297,0.000308,0.123,0.812,100.011,pop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b273f342e70aacda9d78cfb6ce7a
Gorillaz,DARE,244999,False,2005,73,0.76,0.891,11,-5.852,minor,0.0372,0.0229,0.0869,0.298,0.966,120.264,hip hop,1,Détente,8,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf
Snoop Dogg,Signs,236813,True,2004,54,0.94,0.713,7,-5.308,major,0.127,0.0319,0.00076,0.325,0.666,112.955,hip hop,1,Détente,24,https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057
Robbie Williams,Tripping,276603,False,2005,58,0.666,0.922,2,-4.458,minor,0.0429,0.0381,0.000191,0.0633,0.828,118.014,pop,1,Détente,23,https://i.scdn.co/image/ab67616d0000b273d27cb33d2abf0a99cead9033
David Banner,Play,230133,True,2005,52,0.837,0.658,1,-8.013,minor,0.126,0.000213,0.122,0.243,0.586,95.027,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b2736108ad24118cd8aa15de56e9
Trillville,Some Cut,283454,True,2004,50,0.9,0.515,1,-6.626,major,0.372,0.00341,0.0,0.111,0.659,84.995,hip hop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b273ff96cb80f7b3c5a161689e38
D4L,Laffy Taffy,224253,True,2005,63,0.891,0.439,7,-7.994,minor,0.428,0.0351,0.0,0.0932,0.622,77.499,hip hop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b27331ae0599dc09195638781382
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),226863,True,2005,67,0.904,0.813,4,-7.105,minor,0.121,0.0311,0.00697,0.0471,0.81,125.461,hip hop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b273f1dfae21eaac0d24fb3dcf5a
Rob Thomas,Lonely No More,226640,False,2005,56,0.551,0.896,9,-3.152,minor,0.109,0.033,0.0,0.0899,0.858,171.79,pop,1,Détente,25,https://i.scdn.co/image/ab67616d0000b273db3d7550e11f7a132fb81c9f
Brian McFadden,Almost Here,229826,False,2004,42,0.561,0.452,9,-7.324,minor,0.0336,0.409,0.0,0.106,0.316,77.984,unknown,3,Sport,34,https://i.scdn.co/image/ab67616d0000b273dafff3f5ee4e38e38c937541
Bobby V.,"Slow Down - 12"" Version",258666,False,2005,65,0.568,0.732,11,-4.896,minor,0.103,0.179,4.92e-06,0.401,0.626,186.048,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b2735ab4f6bfca031d8ec1e0c1c7
Backstreet Boys,Incomplete,239586,False,2005,63,0.437,0.589,4,-4.834,major,0.0331,0.231,0.0,0.0768,0.165,133.631,pop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b273fd2f4308f22fcae9f5c1fa8c
Pretty Ricky,Grind With Me,237733,True,2005,63,0.7,0.538,1,-5.952,major,0.045,0.000204,0.0,0.105,0.189,136.518,hip hop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b273b3846106140d15e28b6f0611
Kanye West,Diamonds From Sierra Leone - Remix,233400,True,2005,61,0.672,0.814,7,-3.768,major,0.27,0.258,0.0,0.164,0.379,97.043,hip hop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2
Snoop Dogg,Drop It Like It's Hot,266066,True,2004,39,0.892,0.628,1,-3.832,major,0.216,0.169,0.0,0.102,0.676,92.063,hip hop,1,Détente,35,https://i.scdn.co/image/ab67616d0000b273e803716268c173c3f9a0c057
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,211320,False,2005,41,0.905,0.55,1,-7.558,major,0.372,0.0628,0.0,0.0644,0.52,100.813,hip hop,1,Détente,32,https://i.scdn.co/image/ab67616d0000b273f87500d8ce437d499255e426
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),325573,False,2004,63,0.878,0.417,7,-6.799,major,0.361,0.0444,0.0,0.0833,0.904,77.49,pop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b2735a4df8a804866955ab8c4def
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",202213,False,2005,52,0.939,0.498,5,-10.94,minor,0.161,0.0444,0.00128,0.0475,0.801,113.053,pop,1,Détente,28,https://i.scdn.co/image/ab67616d0000b273802ffb408c9dc543d461f37a
Amerie,1 Thing,238746,False,2008,52,0.636,0.946,10,-4.683,minor,0.332,0.115,3.75e-05,0.0416,0.891,125.085,hip hop,1,Détente,30,https://i.scdn.co/image/ab67616d0000b27315dd2fc9aa1109bbe1456916
Ludacris,Get Back,270746,True,2004,59,0.555,0.639,1,-5.16,major,0.263,0.0594,0.0,0.118,0.184,171.609,hip hop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273efbf69c0f1aac9d7e7cb489e
Franz Ferdinand,Do You Want To,215000,False,2005,61,0.412,0.944,0,-2.896,major,0.0448,0.0724,0.000493,0.801,0.79,123.091,rock,3,Sport,20,https://i.scdn.co/image/ab67616d0000b27392c508bc5a40ea588bcaed38
Natalie Imbruglia,Shiver,222653,False,2005,52,0.489,0.798,1,-4.49,major,0.0316,0.00115,2.81e-06,0.149,0.309,94.163,pop,3,Sport,28,https://i.scdn.co/image/ab67616d0000b273e589255cdcdf73890f80d4e5
Gwen Stefani,Hollaback Girl,199853,True,2004,69,0.926,0.916,10,-2.221,minor,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,pop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b2734f87438d5cbe031112279bd0
Pretty Ricky,Your Body,240040,True,2005,59,0.838,0.594,4,-5.695,minor,0.113,0.176,0.0,0.0867,0.507,90.038,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273b3846106140d15e28b6f0611
Thirty Seconds To Mars,The Kill,231533,False,2005,74,0.179,0.912,4,-3.881,minor,0.0791,0.0014,0.000294,0.582,0.289,182.99,rock,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273865b538169f199dac610b854
Alicia Keys,Karma,256000,False,2003,50,0.727,0.736,10,-6.203,major,0.0615,0.0743,0.00311,0.0348,0.687,85.098,pop,1,Détente,26,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b
2Pac,Ghetto Gospel,238053,True,2004,68,0.794,0.614,5,-5.352,minor,0.0467,0.0964,0.0,0.0788,0.663,80.569,hip hop,1,Détente,10,https://i.scdn.co/image/ab67616d0000b273db7edd97763bd68d265f432e
Craig David,Don't Love You No More (I'm Sorry),243986,False,2005,56,0.636,0.558,7,-7.076,major,0.0245,0.462,0.0,0.062,0.572,100.113,hip hop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b273774fe8b56d4590be8a35d858
Katie Melua,Nine Million Bicycles,197160,False,2005,60,0.534,0.247,0,-15.636,major,0.0322,0.516,0.00859,0.122,0.344,82.168,pop,2,Fêtes,21,https://i.scdn.co/image/ab67616d0000b2735be8e4c3e72904646e74c255
Lil Jon & The East Side Boyz,Lovers And Friends,260600,True,2004,66,0.675,0.501,10,-6.183,major,0.22,0.0541,0.0,0.429,0.532,139.861,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b2734ab521cf16202a5bc5f72cfe
