artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,cluster,context,rank,URL_Couverture_Album
Cascada,Evacuate The Dancefloor,207200,False,2009,63,0.762,0.702,0,-5.87,major,0.0432,0.0167,0.0,0.314,0.898,127.029,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b2736b24e0b3b6dc9e1fea9fe3d9
Linkin Park,New Divide,268613,False,2009,68,0.493,0.808,5,-3.365,minor,0.0362,0.000235,0.0,0.0983,0.38,117.971,rock,3,Sport,12,https://i.scdn.co/image/ab67616d0000b273148cd93cd936ee29cb4db587
Kevin Rudolf,Let It Rock,231173,True,2008,66,0.607,0.783,7,-4.41,major,0.0397,0.000683,0.0,0.0678,0.434,113.172,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273709bfd060f9ea5b28f52bbbc
JAY-Z,Run This Town,267520,True,2009,75,0.632,0.924,1,-1.802,major,0.29,0.281,0.0,0.263,0.441,86.844,hip hop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273fec1b815bb3c50a64a90fd10
Lady Gaga,Bad Romance,294573,True,2009,80,0.696,0.921,0,-3.755,major,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,pop,1,Détente,2,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa
T.I.,Live Your Life,338853,True,2008,75,0.375,0.862,11,-3.363,minor,0.255,0.071,0.0,0.211,0.478,159.841,hip hop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273b6d4478c6f91f1cb2d326c78
Eminem,We Made You,269613,False,2009,63,0.924,0.853,2,-1.203,major,0.0792,0.107,1.45e-06,0.129,0.67,114.003,hip hop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1
Dizzee Rascal,Bonkers,177573,False,2011,38,0.624,0.977,11,-3.34,minor,0.22,0.00615,0.0,0.253,0.74,126.127,hip hop,1,Détente,31,https://i.scdn.co/image/ab67616d0000b2736f754c78ad0a1cb7fa2d6c4f
Ciara,Love Sex Magic (feat. Justin Timberlake),220426,False,2009,58,0.893,0.666,10,-5.089,minor,0.138,0.0206,0.0,0.342,0.874,107.011,pop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b27313638393b7c0cb5e965e2a15
Rihanna,Russian Roulette,227533,True,2009,64,0.48,0.486,6,-5.754,minor,0.0447,0.046,0.0,0.107,0.265,80.051,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273ab647295c0c97446c1f1a3b5
Soulja Boy,Turn My Swag On,206333,False,2008,59,0.546,0.712,3,-3.104,minor,0.0269,0.000969,0.0,0.406,0.489,150.154,hip hop,3,Sport,23,https://i.scdn.co/image/ab67616d0000b2736aef62bd0a60aac7df9a9e37
The xx,Intro,127920,False,2009,2,0.617,0.778,9,-8.871,minor,0.027,0.459,0.925,0.128,0.152,100.363,rock,3,Sport,32,https://i.scdn.co/image/ab67616d0000b27348a95897fd91eb34032a93e3
Jay Sean,Down,212106,False,2009,3,0.657,0.695,2,-4.493,major,0.0321,0.0108,0.0,0.0822,0.683,65.997,hip hop,1,Détente,31,https://i.scdn.co/image/ab67616d0000b273e207a14471e5356294146e9d
Keri Hilson,Turnin Me On - Original Dirty,248066,True,2008,41,0.661,0.584,1,-5.09,major,0.061,0.00293,4.82e-06,0.134,0.0949,159.873,pop,3,Sport,34,https://i.scdn.co/image/ab67616d0000b273ca5084b0476c49b06ead4f71
David Guetta,When Love Takes Over (feat. Kelly Rowland),191000,False,2010,69,0.675,0.862,11,-4.614,major,0.0253,0.0165,0.000427,0.169,0.498,129.967,hip hop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2731813115ff10c5f5ae028321d
Cheryl,Fight For This Love,223253,False,2009,65,0.739,0.741,7,-5.873,major,0.0912,0.013,0.0,0.0679,0.727,122.988,pop,1,Détente,15,https://i.scdn.co/image/ab67616d0000b27388e69d236146be3514f484ad
Soulja Boy,Kiss Me Thru The Phone,193386,True,2008,76,0.758,0.712,7,-3.781,major,0.112,0.0185,0.0,0.0677,0.795,149.998,hip hop,1,Détente,6,https://i.scdn.co/image/ab67616d0000b2736aef62bd0a60aac7df9a9e37
Eminem,Crack A Bottle,297520,True,2009,70,0.516,0.874,9,-2.571,major,0.186,0.0864,0.0,0.173,0.391,169.561,hip hop,3,Sport,10,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1
P!nk,Sober,251440,False,2010,46,0.614,0.792,6,-4.907,major,0.0299,0.0653,0.0,0.195,0.407,91.066,pop,3,Sport,29,https://i.scdn.co/image/ab67616d0000b2735a45d5041e4ffcb9f756f740
Tinchy Stryder,Number 1,212773,False,2009,59,0.581,0.824,0,-3.912,minor,0.0377,0.0105,0.0,0.483,0.747,114.912,pop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b273a05c9edfd184edfdeece99ce
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",196520,False,2009,54,0.451,0.873,3,-4.711,minor,0.19,0.171,0.0,0.327,0.589,119.918,pop,3,Sport,25,https://i.scdn.co/image/ab67616d0000b2737f93d5ffd2f46c9b60169867
JLS,Beat Again - Radio Edit,196640,False,2009,0,0.894,0.93,11,-4.577,major,0.0712,0.0355,0.0,0.0759,0.968,120.02,pop,1,Détente,33,https://i.scdn.co/image/ab67616d0000b2731c913d2603141d61702eb9e7
3OH!3,DONTTRUSTME,192573,True,2008,70,0.791,0.713,5,-3.742,minor,0.254,0.0163,0.0,0.189,0.514,130.012,hip hop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b273a05a849e8c3d0966cf1f6790
A.R. Rahman,Jai Ho! (You Are My Destiny),222400,False,2009,65,0.657,0.941,8,-3.919,minor,0.061,0.0476,0.0,0.0797,0.879,136.202,unknown,1,Détente,15,https://i.scdn.co/image/ab67616d0000b273a05c9edfd184edfdeece99ce
The Pussycat Dolls,I Hate This Part,218400,False,2008,64,0.756,0.612,5,-4.371,major,0.0317,0.0659,0.0,0.274,0.452,111.572,pop,3,Sport,18,https://i.scdn.co/image/ab67616d0000b2736d87f7b4c9ef7218c07df53c
Akon,Beautiful,312986,False,2008,65,0.74,0.945,0,-4.442,minor,0.0889,0.123,0.0,0.112,0.629,130.015,pop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273e77aece1352dcc4f4cfd097f
Alexandra Burke,Bad Boys (feat. Flo Rida),206480,False,2009,57,0.67,0.866,1,-3.684,major,0.0538,0.0115,0.0,0.358,0.636,140.029,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273ef5b8a9e457c26494a2ae724
Mario,Break Up,249026,True,2009,51,0.44,0.517,0,-7.355,major,0.363,0.428,0.0,0.173,0.475,73.881,pop,2,Fêtes,27,https://i.scdn.co/image/ab67616d0000b2739380a3ac28541aefabe9f76e
Drake,Forever,357706,True,2009,73,0.457,0.906,5,-2.278,minor,0.342,0.249,0.0,0.182,0.54,104.02,hip hop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273506c4cc93e5a6234164125e1
Selena Gomez & The Scene,Naturally,202586,False,2009,63,0.605,0.902,10,-5.406,minor,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612,pop,1,Détente,17,https://i.scdn.co/image/ab67616d0000b273847e9e5d22cca026fbe067c2
Kanye West,Love Lockdown,270306,False,2008,66,0.76,0.524,1,-7.67,minor,0.0323,0.0542,0.5,0.112,0.112,119.603,hip hop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18
The Veronicas,Untouched,255360,False,2005,58,0.557,0.783,6,-4.893,minor,0.234,0.0171,0.0172,0.151,0.442,177.008,pop,3,Sport,23,https://i.scdn.co/image/ab67616d0000b2736917b672d8139eb670ca631d
Fabolous,Throw It In The Bag,231573,True,2009,59,0.789,0.55,11,-7.423,minor,0.0473,0.174,0.0,0.0614,0.696,172.049,hip hop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b27332d0bc6e565d1f9c7856430c
Jason Derulo,Whatcha Say,221253,False,2010,70,0.615,0.711,11,-5.507,major,0.0779,0.0444,0.0,0.145,0.711,144.036,hip hop,1,Détente,12,https://i.scdn.co/image/ab67616d0000b273293e8055dd8814fcdf4742f7
Lily Allen,Not Fair,201213,True,2009,54,0.719,0.861,5,-6.982,major,0.0402,0.0447,0.00989,0.219,0.948,121.491,pop,1,Détente,25,https://i.scdn.co/image/ab67616d0000b273321bad65a3be5bbd317eb11b
T.I.,Dead And Gone,299746,True,2008,68,0.713,0.746,0,-4.99,major,0.259,0.0402,0.0,0.601,0.47,135.021,hip hop,3,Sport,14,https://i.scdn.co/image/ab67616d0000b273b6d4478c6f91f1cb2d326c78
Sean Kingston,Fire Burning,239986,False,2009,71,0.839,0.804,1,-2.513,major,0.0329,0.0192,0.0,0.331,0.888,122.973,hip hop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b273ea34361c4a339d474c3be057
Empire of the Sun,Walking On A Dream,198440,False,2008,77,0.871,0.701,5,-5.594,minor,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,rock,1,Détente,5,https://i.scdn.co/image/ab67616d0000b273f3aa0e6ca22a382007f61e4d
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),196413,False,2009,65,0.594,0.874,0,-3.716,major,0.0815,0.0116,0.0,0.549,0.628,119.964,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b273c83d25c1b9d5f384c32d834a
Nickelback,If Today Was Your Last Day,249066,False,2008,66,0.485,0.911,3,-5.749,major,0.0355,8.67e-05,0.0,0.092,0.568,89.956,rock,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273f74baf63e915712df348e647
La Roux,Bulletproof,205733,False,2009,71,0.674,0.882,3,-2.771,minor,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,pop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b273b3bf3ba5d8ef6fb0bb564e4e
Kasabian,Fire,252279,False,2009,64,0.525,0.742,10,-5.643,major,0.0311,0.0874,0.149,0.117,0.179,117.029,rock,3,Sport,16,https://i.scdn.co/image/ab67616d0000b273358f726999166b87f00e7066
Calvin Harris,I'm Not Alone - Radio Edit,210973,False,2009,55,0.597,0.684,7,-6.614,major,0.0321,0.00481,0.105,0.317,0.435,130.99,hip hop,3,Sport,24,https://i.scdn.co/image/ab67616d0000b27319c7b34201fed832322ed6ba
Justin Bieber,One Time,215866,False,2009,71,0.691,0.853,1,-2.528,minor,0.0372,0.0631,7.13e-05,0.082,0.762,145.999,pop,1,Détente,9,https://i.scdn.co/image/ab67616d0000b2737c3bb9f74a98f60bdda6c9a7
Jamie Foxx,Blame It,289746,True,2008,65,0.673,0.614,7,-5.426,major,0.103,0.0782,0.0,0.139,0.362,176.052,hip hop,3,Sport,17,https://i.scdn.co/image/ab67616d0000b2731529d9e76da10746e20dd012
La Roux,In For The Kill,248626,False,2009,59,0.629,0.969,8,-0.276,minor,0.0455,0.00184,0.0,0.122,0.905,150.01,pop,1,Détente,20,https://i.scdn.co/image/ab67616d0000b27387a7b0bb506cb4416d8f8256
Muse,Uprising,304840,False,2009,75,0.602,0.905,2,-4.046,major,0.0775,0.000202,0.064,0.117,0.411,128.019,rock,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273b6d4566db0d12894a1a3b7a2
Nickelback,Gotta Be Somebody,252653,False,2008,62,0.536,0.89,0,-5.222,major,0.0601,0.000354,0.00165,0.133,0.205,115.998,rock,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273f74baf63e915712df348e647
James Morrison,Broken Strings,250453,False,2008,70,0.57,0.717,1,-4.914,major,0.029,0.00967,0.0,0.0833,0.321,111.91,pop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b273f55d805b0d28c9d908bd6df7
T.I.,Whatever You Like,249533,True,2008,74,0.68,0.687,9,-6.162,minor,0.0709,0.0161,0.0,0.261,0.467,150.053,hip hop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b273b6d4478c6f91f1cb2d326c78
Dizzee Rascal,Holiday,220626,False,2011,60,0.545,0.918,0,-1.925,major,0.0448,0.0571,0.0,0.0415,0.855,117.985,hip hop,1,Détente,21,https://i.scdn.co/image/ab67616d0000b273a6a97d9f90531e478bb6faa1
Beyoncé,Single Ladies (Put a Ring on It),193213,False,2008,67,0.426,0.584,1,-5.293,major,0.296,0.0383,0.0,0.188,0.272,193.437,pop,3,Sport,15,https://i.scdn.co/image/ab67616d0000b273b4c5982e1b92f97a126fc18c
Boys Like Girls,Love Drunk,226706,False,2009,64,0.44,0.976,10,-3.17,major,0.141,0.00177,3.39e-06,0.16,0.412,150.005,pop,3,Sport,16,https://i.scdn.co/image/ab67616d0000b27308a2b8e9210f518f6f4fbb8a
The-Dream,Rockin' That Shit,221920,True,2009,62,0.672,0.62,8,-4.865,major,0.0422,0.123,0.0,0.362,0.627,78.005,hip hop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b2734c4f6399e0ff20d68f85175c
OneRepublic,Secrets,224693,False,2009,74,0.516,0.764,2,-6.223,major,0.0366,0.0717,0.0,0.115,0.376,148.021,pop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b27377a7bd558d81172446e525bb
JLS,Everybody in Love,195586,False,2013,39,0.705,0.783,5,-5.971,minor,0.0327,0.0703,0.0,0.36,0.656,140.022,pop,1,Détente,37,https://i.scdn.co/image/ab67616d0000b2731c913d2603141d61702eb9e7
Jason Aldean,Big Green Tractor,204200,False,2009,50,0.616,0.596,4,-5.035,major,0.0289,0.654,0.0,0.218,0.58,137.077,country,2,Fêtes,28,https://i.scdn.co/image/ab67616d0000b27329e4089469838945390be32c
The Fray,Never Say Never,256613,False,2009,67,0.23,0.492,8,-5.767,major,0.0317,0.568,8.18e-06,0.176,0.262,160.139,pop,2,Fêtes,13,https://i.scdn.co/image/ab67616d0000b27392b32435efed601fc8f1045d
Lily Allen,The Fear,207120,True,2009,53,0.661,0.847,10,-6.948,major,0.0404,0.419,8.82e-05,0.107,0.522,134.002,pop,3,Sport,26,https://i.scdn.co/image/ab67616d0000b273321bad65a3be5bbd317eb11b
Kings of Leon,Sex on Fire,203346,False,2008,80,0.542,0.905,9,-5.653,major,0.054,0.00172,0.0104,0.136,0.374,153.398,rock,3,Sport,3,https://i.scdn.co/image/ab67616d0000b2732519d01c0cca06f134eeadd8
Drake,Best I Ever Had,258760,True,2010,54,0.431,0.894,5,-2.673,minor,0.33,0.0951,0.0,0.188,0.605,162.161,hip hop,3,Sport,26,https://i.scdn.co/image/ab67616d0000b27354ef13c30a024a7f1ba79efd
Kelly Clarkson,Already Gone,281560,False,2009,56,0.209,0.872,9,-2.996,major,0.0757,0.217,0.0,0.0768,0.294,78.139,pop,3,Sport,23,https://i.scdn.co/image/ab67616d0000b273ab05d85e404240f09429bdc1
Miley Cyrus,Party In The U.S.A.,202066,False,2009,79,0.652,0.698,10,-4.667,minor,0.042,0.00112,0.000115,0.0886,0.47,96.021,pop,3,Sport,3,https://i.scdn.co/image/ab67616d0000b2734ea6653890e297d53e93e3e0
Jordin Sparks,Battlefield,241920,False,2009,57,0.613,0.634,2,-3.472,major,0.0339,0.0178,0.0,0.0639,0.37,144.953,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273871e96e53bac144057add8db
Ne-Yo,Mad,254533,False,2008,64,0.731,0.644,0,-5.348,major,0.0343,0.665,0.0,0.11,0.691,129.94,pop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b2735694163d7c4ab48251e9b57c
Green Day,21 Guns,321093,False,2009,73,0.268,0.742,5,-4.939,major,0.0355,0.0518,0.0,0.626,0.416,159.779,rock,3,Sport,7,https://i.scdn.co/image/ab67616d0000b273c2ced39899b0d67cd5a724fa
Keri Hilson,Knock You Down,326186,False,2009,57,0.588,0.877,8,-4.78,major,0.16,0.00952,0.0,0.171,0.645,155.165,pop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b27313c09631cb5b73a765177833
Taylor Swift,You Belong With Me,231146,False,2008,55,0.687,0.771,6,-4.424,major,0.0384,0.164,2.46e-05,0.112,0.445,129.964,pop,3,Sport,27,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de
Shinedown,Second Chance,222066,False,2008,67,0.46,0.796,0,-4.501,minor,0.0333,0.00107,0.0,0.106,0.182,100.011,rock,3,Sport,15,https://i.scdn.co/image/ab67616d0000b273a8884c298d3fc9b70c4e9196
Asher Roth,I Love College,241933,True,2009,62,0.713,0.826,8,-4.075,major,0.243,0.0897,0.0,0.421,0.664,86.444,hip hop,1,Détente,18,https://i.scdn.co/image/ab67616d0000b27373aec173d3c1f42884b3563b
Katy Perry,Waking Up In Vegas,199186,False,2008,49,0.524,0.878,5,-3.108,minor,0.0346,0.0012,0.0,0.098,0.59,130.989,pop,3,Sport,32,https://i.scdn.co/image/ab67616d0000b273df35c65d88dfacb5798f7291
Kelly Clarkson,My Life Would Suck Without You,211493,False,2009,68,0.526,0.882,9,-4.006,major,0.0509,0.0014,0.0,0.144,0.424,144.982,pop,3,Sport,12,https://i.scdn.co/image/ab67616d0000b273ab05d85e404240f09429bdc1
Mumford & Sons,Little Lion Man,245173,True,2009,68,0.517,0.492,5,-8.05,major,0.0272,0.0275,3.19e-05,0.0873,0.455,138.585,folk/acoustic,3,Sport,12,https://i.scdn.co/image/ab67616d0000b27329708a9ee3b255480ee9f046
The Fray,You Found Me,241853,False,2009,73,0.338,0.803,8,-5.412,minor,0.0413,0.0187,0.0,0.136,0.4,151.994,pop,3,Sport,7,https://i.scdn.co/image/ab67616d0000b27392b32435efed601fc8f1045d
Bruno Mars,Just the Way You Are,220734,False,2010,77,0.635,0.841,5,-5.379,major,0.0422,0.0134,0.0,0.0622,0.424,109.021,pop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0
Eminem,Love The Way You Lie,263373,True,2010,81,0.749,0.925,10,-5.034,major,0.227,0.241,0.0,0.52,0.641,86.989,hip hop,1,Détente,1,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100
Lady Gaga,Bad Romance,294573,True,2009,80,0.696,0.921,0,-3.755,major,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,pop,1,Détente,2,https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa
Stromae,Alors on danse - Radio Edit,206066,False,2010,77,0.791,0.59,1,-9.206,minor,0.0793,0.0994,0.00203,0.065,0.714,119.951,pop,1,Détente,5,https://i.scdn.co/image/ab67616d0000b273ae373174b14e3eac81554402
Kesha,TiK ToK,199693,False,2010,80,0.755,0.837,2,-2.718,minor,0.142,0.0991,0.0,0.289,0.714,120.028,pop,1,Détente,2,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c
David Guetta,Memories (feat. Kid Cudi),210853,False,2010,76,0.546,0.916,8,-3.932,major,0.255,0.00144,4.34e-06,0.251,0.375,129.983,hip hop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b2731813115ff10c5f5ae028321d
Taio Cruz,Dynamite,202613,False,2010,80,0.751,0.783,4,-3.724,major,0.0859,0.00379,0.0,0.036,0.816,119.975,hip hop,1,Détente,2,https://i.scdn.co/image/ab67616d0000b273c434f98f315c12a0f4d049a0
Rihanna,Only Girl (In The World),235493,False,2010,73,0.789,0.716,11,-4.241,minor,0.0432,0.129,1.07e-05,0.069,0.611,125.906,hip hop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b27331548865f7c729290b96c794
Katy Perry,California Gurls,234653,False,2012,72,0.791,0.754,0,-3.729,major,0.0569,0.00446,0.0,0.163,0.425,125.014,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2731d955011a3ed477dc77865ad
Kesha,Take It Off,215200,False,2010,68,0.729,0.675,5,-5.292,minor,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,pop,1,Détente,14,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c
INNA,Hot - Play & Win Radio Version,217036,False,2010,42,0.817,0.939,7,-6.079,minor,0.28,0.0798,0.441,0.431,0.599,128.0,pop,1,Détente,30,https://i.scdn.co/image/ab67616d0000b273497e791a71b496fa4ddbc363
Far East Movement,Like A G6,216893,False,2010,73,0.435,0.837,3,-8.126,major,0.449,0.00676,0.0,0.117,0.778,124.913,hip hop,3,Sport,9,https://i.scdn.co/image/ab67616d0000b273fc7cbacf9d506c92aa7d7720
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),188000,False,2010,62,0.615,0.913,10,-5.077,minor,0.0816,0.178,0.0,0.0773,0.45,129.944,hip hop,3,Sport,20,https://i.scdn.co/image/ab67616d0000b273444d1ba6cd088e28bccee374
Duck Sauce,Barbra Streisand - Radio Edit,196533,False,2010,46,0.769,0.922,1,-1.966,major,0.108,0.000939,0.197,0.233,0.506,127.965,dance/electronic,1,Détente,29,Aucune image trouvée
Lucenzo,Danza Kuduro (feat. Don Omar),213986,False,2011,0,0.622,0.942,7,-6.365,major,0.112,0.00713,0.0,0.0715,0.773,130.003,latin,1,Détente,35,https://i.scdn.co/image/ab67616d0000b2734640a26eb27649006be29a94
Rihanna,Te Amo,208426,True,2009,67,0.567,0.707,8,-5.455,minor,0.0818,0.541,0.000176,0.1,0.751,171.917,hip hop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b273ab647295c0c97446c1f1a3b5
Timbaland,Carry Out (Featuring Justin Timberlake),232466,False,2009,69,0.531,0.574,10,-6.693,minor,0.113,0.114,0.0308,0.256,0.272,115.68,hip hop,3,Sport,11,https://i.scdn.co/image/ab67616d0000b27384dfebb7e9c44520e69482de
DJ Fresh,Gold Dust - Radio Edit,192446,False,2010,63,0.451,0.948,0,-0.74,major,0.147,0.255,0.0,0.392,0.295,176.985,pop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b2734ea869af5aa1e832b39c9f83
Edward Maya,Stereo Love - Radio Edit,184573,False,2010,66,0.799,0.783,1,-3.896,minor,0.0322,0.0346,0.0186,0.0757,0.586,127.041,pop,1,Détente,16,https://i.scdn.co/image/ab67616d0000b27354ae872449a346d63c3fb35e
Taio Cruz,Break Your Heart,201546,False,2010,74,0.607,0.934,3,-4.217,major,0.0314,0.0327,0.0,0.0909,0.568,122.01,hip hop,3,Sport,8,https://i.scdn.co/image/ab67616d0000b273c434f98f315c12a0f4d049a0
Black Eyed Peas,Imma Be,257560,False,2009,61,0.597,0.517,0,-6.963,major,0.365,0.179,0.0,0.307,0.412,92.035,hip hop,3,Sport,19,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4
Sidney Samson,Riverside,320348,True,2009,47,0.804,0.976,1,-2.458,minor,0.0445,0.00023,0.894,0.125,0.237,125.997,dance/electronic,1,Détente,30,https://i.scdn.co/image/ab67616d0000b273316a5df86a7357c8b729a423
Eminem,Not Afraid,248133,True,2010,79,0.855,0.954,0,-1.19,minor,0.264,0.529,0.0,0.205,0.668,114.635,hip hop,1,Détente,3,https://i.scdn.co/image/ab67616d0000b273c08d5fa5c0f1a834acef5100
Lady Gaga,Alejandro,274213,False,2009,67,0.623,0.793,11,-6.63,minor,0.0462,0.000397,0.0015,0.375,0.36,98.998,pop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b273bfd247438980173d32fd5ba8
Rihanna,Rude Boy,222920,True,2009,74,0.563,0.75,11,-4.496,major,0.127,0.113,0.0,0.0788,0.812,173.906,hip hop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b273ab647295c0c97446c1f1a3b5
Ne-Yo,Beautiful Monster,251573,False,2010,57,0.708,0.771,5,-6.99,minor,0.131,0.209,5.32e-06,0.277,0.494,128.013,pop,3,Sport,24,https://i.scdn.co/image/ab67616d0000b2731d0db9c6c27ffedce6466df8
3OH!3,Starstrukk,203093,False,2010,32,0.605,0.795,11,-6.086,minor,0.0712,0.00153,0.0,0.207,0.263,139.896,hip hop,3,Sport,33,https://i.scdn.co/image/ab67616d0000b273bc12db3758aeb3b198fb362d
Black Eyed Peas,The Time (Dirty Bit),307640,False,2010,69,0.816,0.813,6,-7.798,minor,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,hip hop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2734cb6f9960e9b5bce7e1babc0
Kelly Rowland,Commander,218106,False,2011,59,0.395,0.876,11,-3.859,minor,0.138,0.0173,8.46e-06,0.362,0.567,124.638,hip hop,3,Sport,22,https://i.scdn.co/image/ab67616d0000b273d272bbaa2923647c8b13f43e
Swedish House Mafia,One (Your Name) - Radio Edit,163246,False,2010,63,0.733,0.673,9,-6.572,minor,0.0333,0.0132,0.0049,0.16,0.636,125.061,pop,1,Détente,19,https://i.scdn.co/image/ab67616d0000b2738dfae070d8dd3fee23689a59
Chris Brown,Deuces (feat. Tyga & Kevin McCall),276560,True,2011,68,0.692,0.736,1,-5.109,major,0.11,0.0324,0.0,0.0787,0.217,73.987,hip hop,3,Sport,13,https://i.scdn.co/image/ab67616d0000b2730a1d20ec09cab4bb17a36aab
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),220800,False,2010,79,0.663,0.861,7,-3.398,minor,0.109,0.0338,0.0,0.082,0.654,119.963,hip hop,1,Détente,3,https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79
Iyaz,Replay,182306,False,2009,75,0.706,0.751,9,-6.323,major,0.0708,0.173,0.0,0.168,0.195,91.031,hip hop,3,Sport,5,https://i.scdn.co/image/ab67616d0000b273ae7012fce99c2b2345b54f30
Flo Rida,Club Can't Handle Me (feat. David Guetta),234560,False,2010,76,0.616,0.869,0,-3.911,major,0.0327,0.0283,0.0,0.064,0.473,127.966,hip hop,3,Sport,6,https://i.scdn.co/image/ab67616d0000b273c0ddb38854cde41708d606a1
Sean Kingston,Eenie Meenie,201946,False,2010,74,0.72,0.607,1,-4.168,major,0.0322,0.0543,0.0,0.113,0.828,121.223,hip hop,1,Détente,8,https://i.scdn.co/image/ab67616d0000b2734dea4c1cdf30c359dbaec318
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),263773,True,2010,58,0.76,0.595,1,-6.366,major,0.0391,0.00544,0.0,0.241,0.361,131.497,hip hop,3,Sport,23,https://i.scdn.co/image/fade577145599daff924bb7b28386a84f67bd1db
Tinie Tempah,Written in the Stars (feat. Eric Turner),207653,False,2010,57,0.656,0.931,7,-4.188,major,0.0981,0.0613,0.0,0.219,0.534,91.881,hip hop,1,Détente,24,https://i.scdn.co/image/ab67616d0000b273ef54f009c03b2142d10c1609
Bruno Mars,Talking to the Moon,217866,False,2010,76,0.498,0.59,1,-4.721,minor,0.032,0.511,0.0,0.107,0.0784,145.867,pop,2,Fêtes,6,https://i.scdn.co/image/ab67616d0000b273f60070dce96a2c1b70cf6ff0
Miley Cyrus,Can't Be Tamed,168213,False,2010,0,0.63,0.91,11,-2.919,minor,0.144,0.0287,0.0,0.196,0.743,116.98,pop,1,Détente,36,https://i.scdn.co/image/ab67616d0000b273478199f575bbfd53cda89090
Mike Posner,Cooler Than Me - Single Mix,213293,False,2010,75,0.768,0.82,7,-4.63,minor,0.0474,0.179,0.0,0.689,0.625,129.965,hip hop,1,Détente,7,https://i.scdn.co/image/ab67616d0000b273d6165c0d6eba7e5bf3fca16d
Lady Gaga,Telephone,220640,False,2009,69,0.824,0.836,3,-5.903,major,0.0404,0.00521,0.000817,0.112,0.716,122.014,pop,1,Détente,11,https://i.scdn.co/image/ab67616d0000b273bfd247438980173d32fd5ba8
